"","Special status","Taxon name","Introduced","Taxon family","Taxon parent","Volume"
"3481",NA,"Sphagnum flexuosum",NA,"Sphagnaceae","Sphagnum sect. Cuspidata","Volume 27"
"3482",NA,"Sphagnum fuscum",NA,"Sphagnaceae","Sphagnum sect. Acutifolia","Volume 27"
"3483",NA,"Sphagnum girgensohnii",NA,"Sphagnaceae","Sphagnum sect. Acutifolia","Volume 27"
"3484",NA,"Sphagnum jensenii",NA,"Sphagnaceae","Sphagnum sect. Cuspidata","Volume 27"
"3485",NA,"Sphagnum lindbergii",NA,"Sphagnaceae","Sphagnum sect. Cuspidata","Volume 27"
"3486",NA,"Sphagnum magellanicum",NA,"Sphagnaceae","Sphagnum sect. Sphagnum","Volume 27"
"3487",NA,"Sphagnum majus subsp. majus",NA,"Sphagnaceae","Sphagnum majus","Volume 27"
"3488",NA,"Sphagnum majus subsp. norvegicum",NA,"Sphagnaceae","Sphagnum majus","Volume 27"
"3489",NA,"Sphagnum obtusum",NA,"Sphagnaceae","Sphagnum sect. Cuspidata","Volume 27"
"3490",NA,"Sphagnum palustre",NA,"Sphagnaceae","Sphagnum sect. Sphagnum","Volume 27"
"3491",NA,"Sphagnum papillosum",NA,"Sphagnaceae","Sphagnum sect. Sphagnum","Volume 27"
"3492",NA,"Sphagnum platyphyllum",NA,"Sphagnaceae","Sphagnum sect. Subsecunda","Volume 27"
"3493",NA,"Sphagnum pulchrum",NA,"Sphagnaceae","Sphagnum sect. Cuspidata","Volume 27"
"3494",NA,"Sphagnum quinquefarium",NA,"Sphagnaceae","Sphagnum sect. Acutifolia","Volume 27"
"3495",NA,"Sphagnum riparium",NA,"Sphagnaceae","Sphagnum sect. Cuspidata","Volume 27"
"3496",NA,"Sphagnum rubellum",NA,"Sphagnaceae","Sphagnum sect. Acutifolia","Volume 27"
"3497",NA,"Sphagnum russowii",NA,"Sphagnaceae","Sphagnum sect. Acutifolia","Volume 27"
"3498",NA,"Sphagnum squarrosum",NA,"Sphagnaceae","Sphagnum sect. Squarrosa","Volume 27"
"3499",NA,"Sphagnum subfulvum",NA,"Sphagnaceae","Sphagnum sect. Acutifolia","Volume 27"
"3500",NA,"Sphagnum subsecundum",NA,"Sphagnaceae","Sphagnum sect. Subsecunda","Volume 27"
"3501",NA,"Sphagnum subtile",NA,"Sphagnaceae","Sphagnum sect. Acutifolia","Volume 27"
"3502",NA,"Sphagnum teres",NA,"Sphagnaceae","Sphagnum sect. Squarrosa","Volume 27"
"3503",NA,"Sphagnum warnstorfii",NA,"Sphagnaceae","Sphagnum sect. Acutifolia","Volume 27"
"3504",NA,"Sphagnum wulfianum",NA,"Sphagnaceae","Sphagnum sect. Polyclada","Volume 27"
"3505",NA,"Sphenopholis",NA,"Poaceae","Poaceae tribe Poeae","Volume 24"
"3506",NA,"Sphenopholis intermedia",NA,"Poaceae","Sphenopholis","Volume 24"
"3507",NA,"Sphenopholis nitida",NA,"Poaceae","Sphenopholis","Volume 24"
"3508",NA,"Sphenopholis obtusata",NA,"Poaceae","Sphenopholis","Volume 24"
"3509",NA,"Spiranthes casei var. casei",NA,"Orchidaceae","Spiranthes casei","Volume 26"
"3510",NA,"Spiranthes cernua",NA,"Orchidaceae","Spiranthes","Volume 26"
"3511",NA,"Spiranthes lacera var. gracilis",NA,"Orchidaceae","Spiranthes lacera","Volume 26"
"3512",NA,"Spiranthes lacera var. lacera",NA,"Orchidaceae","Spiranthes lacera","Volume 26"
"3513",NA,"Spiranthes lucida",NA,"Orchidaceae","Spiranthes","Volume 26"
"3514",NA,"Spiranthes magnicamporum",NA,"Orchidaceae","Spiranthes","Volume 26"
"3515",NA,"Spiranthes ochroleuca",NA,"Orchidaceae","Spiranthes","Volume 26"
"3516",NA,"Spiranthes ovalis var. erostellata",NA,"Orchidaceae","Spiranthes ovalis","Volume 26"
"3517",NA,"Spiranthes romanzoffiana",NA,"Orchidaceae","Spiranthes","Volume 26"
"3518",NA,"Spirodela polyrrhiza",NA,"Lemnaceae","Spirodela","Volume 22"
"3519",NA,"Splachnum ampullaceum",NA,"Splachnaceae","Splachnum","Volume 28"
"3520",NA,"Splachnum rubrum",NA,"Splachnaceae","Splachnum","Volume 28"
"3521",NA,"Sporobolus",NA,"Poaceae","Poaceae tribe Cynodonteae","Volume 25"
"3522",NA,"Sporobolus coahuilensis",NA,"Poaceae","Sporobolus","Volume 25"
"3523",NA,"Sporobolus compositus",NA,"Poaceae","Sporobolus","Volume 25"
"3524",NA,"Sporobolus compositus var. compositus",NA,"Poaceae","Sporobolus compositus","Volume 25"
"3525",NA,"Sporobolus cryptandrus",NA,"Poaceae","Sporobolus","Volume 25"
"3526",NA,"Sporobolus heterolepis",NA,"Poaceae","Sporobolus","Volume 25"
"3527",NA,"Sporobolus jacquemontii",NA,"Poaceae","Sporobolus","Volume 25"
"3528",NA,"Sporobolus neglectus",NA,"Poaceae","Sporobolus","Volume 25"
"3529",NA,"Sporobolus vaginiflorus",NA,"Poaceae","Sporobolus","Volume 25"
"3530",NA,"Sporobolus vaginiflorus var. ozarkanus",NA,"Poaceae","Sporobolus vaginiflorus","Volume 25"
"3531",NA,"Sporobolus vaginiflorus var. vaginiflorus",NA,"Poaceae","Sporobolus vaginiflorus","Volume 25"
"3532",NA,"Streptopus amplexifolius",NA,"Liliaceae","Streptopus","Volume 26"
"3533",NA,"Streptopus lanceolatus",NA,"Liliaceae","Streptopus","Volume 26"
"3534",NA,"Stuckenia filiformis subsp. alpina",NA,"Potamogetonaceae","Stuckenia filiformis","Volume 22"
"3535",NA,"Stuckenia filiformis subsp. occidentalis",NA,"Potamogetonaceae","Stuckenia filiformis","Volume 22"
"3536",NA,"Stuckenia pectinata",NA,"Potamogetonaceae","Stuckenia","Volume 22"
"3537",NA,"Stuckenia vaginata",NA,"Potamogetonaceae","Stuckenia","Volume 22"
"3538",NA,"Suaeda calceoliformis",NA,"Chenopodiaceae","Suaeda sect. Brezia","Volume 4"
"3539",NA,"Subularia aquatica subsp. americana",NA,"Brassicaceae","Subularia aquatica","Volume 7"
"3540",NA,"Symphyotrichum boreale",NA,"Asteraceae","Symphyotrichum sect. Symphyotrichum","Volume 20"
"3541",NA,"Symphyotrichum ciliatum",NA,"Asteraceae","Symphyotrichum sect. Conyzopsis","Volume 20"
"3542",NA,"Symphyotrichum ciliolatum",NA,"Asteraceae","Symphyotrichum sect. Symphyotrichum","Volume 20"
"3543",NA,"Symphyotrichum cordifolium",NA,"Asteraceae","Symphyotrichum sect. Symphyotrichum","Volume 20"
"3544",NA,"Symphyotrichum dumosum",NA,"Asteraceae","Symphyotrichum sect. Symphyotrichum","Volume 20"
"3545",NA,"Symphyotrichum ericoides var. ericoides",NA,"Asteraceae","Symphyotrichum ericoides","Volume 20"
"3546",NA,"Symphyotrichum ericoides var. pansum",NA,"Asteraceae","Symphyotrichum ericoides","Volume 20"
"3547",NA,"Symphyotrichum falcatum var. commutatum",NA,"Asteraceae","Symphyotrichum falcatum","Volume 20"
"3548",NA,"Symphyotrichum firmum",NA,"Asteraceae","Symphyotrichum sect. Symphyotrichum","Volume 20"
"3549",NA,"Symphyotrichum laeve var. geyeri",NA,"Asteraceae","Symphyotrichum laeve","Volume 20"
"3550",NA,"Symphyotrichum laeve var. laeve",NA,"Asteraceae","Symphyotrichum laeve","Volume 20"
"3551",NA,"Symphyotrichum lanceolatum var. hesperium",NA,"Asteraceae","Symphyotrichum lanceolatum","Volume 20"
"3552",NA,"Symphyotrichum lanceolatum var. hirsuticaule",NA,"Asteraceae","Symphyotrichum lanceolatum","Volume 20"
"3553",NA,"Symphyotrichum lanceolatum var. interior",NA,"Asteraceae","Symphyotrichum lanceolatum","Volume 20"
"3554",NA,"Symphyotrichum lanceolatum var. lanceolatum",NA,"Asteraceae","Symphyotrichum lanceolatum","Volume 20"
"3555",NA,"Symphyotrichum lanceolatum var. latifolium",NA,"Asteraceae","Symphyotrichum lanceolatum","Volume 20"
"3556",NA,"Symphyotrichum lateriflorum",NA,"Asteraceae","Symphyotrichum sect. Symphyotrichum","Volume 20"
"3557",NA,"Symphyotrichum novae-angliae",NA,"Asteraceae","Symphyotrichum subg. Virgulus","Volume 20"
"3558",NA,"Symphyotrichum ontarionis var. glabratum",NA,"Asteraceae","Symphyotrichum ontarionis","Volume 20"
"3559",NA,"Symphyotrichum ontarionis var. ontarionis",NA,"Asteraceae","Symphyotrichum ontarionis","Volume 20"
"3560",NA,"Symphyotrichum oolentangiense",NA,"Asteraceae","Symphyotrichum sect. Symphyotrichum","Volume 20"
"3561",NA,"Symphyotrichum pilosum var. pilosum",NA,"Asteraceae","Symphyotrichum pilosum","Volume 20"
"3562",NA,"Symphyotrichum pilosum var. pringlei",NA,"Asteraceae","Symphyotrichum pilosum","Volume 20"
"3563",NA,"Symphyotrichum praealtum",NA,"Asteraceae","Symphyotrichum sect. Symphyotrichum","Volume 20"
"3564",NA,"Symphyotrichum prenanthoides",NA,"Asteraceae","Symphyotrichum sect. Symphyotrichum","Volume 20"
"3565",NA,"Symphyotrichum puniceum var. puniceum",NA,"Asteraceae","Symphyotrichum puniceum","Volume 20"
"3566",NA,"Symphyotrichum racemosum",NA,"Asteraceae","Symphyotrichum sect. Symphyotrichum","Volume 20"
"3567",NA,"Symphyotrichum robynsianum",NA,"Asteraceae","Symphyotrichum sect. Symphyotrichum","Volume 20"
"3568",NA,"Symphyotrichum sericeum",NA,"Asteraceae","Symphyotrichum subg. Virgulus","Volume 20"
"3569",NA,"Symphyotrichum shortii",NA,"Asteraceae","Symphyotrichum sect. Symphyotrichum","Volume 20"
"3570",NA,"Symphyotrichum subulatum var. subulatum",NA,"Asteraceae","Symphyotrichum subulatum","Volume 20"
"3571",NA,"Symphyotrichum undulatum",NA,"Asteraceae","Symphyotrichum sect. Symphyotrichum","Volume 20"
"3572",NA,"Symphyotrichum urophyllum",NA,"Asteraceae","Symphyotrichum sect. Symphyotrichum","Volume 20"
"3573",NA,"Symphyotrichum ×amethystinum",NA,"Asteraceae","Symphyotrichum subg. Virgulus","Volume 20"
"3574",NA,"Symplocarpus foetidus",NA,"Araceae","Symplocarpus","Volume 22"
"3575",NA,"Syntrichia cainii",NA,"Pottiaceae","Syntrichia","Volume 27"
"3576",NA,"Syntrichia norvegica",NA,"Pottiaceae","Syntrichia","Volume 27"
"3577",NA,"Syntrichia papillosa",NA,"Pottiaceae","Syntrichia","Volume 27"
"3578",NA,"Syntrichia ruralis",NA,"Pottiaceae","Syntrichia","Volume 27"
"3579",NA,"Tanacetum bipinnatum",NA,"Asteraceae","Tanacetum","Volume 19"
"3580",NA,"Taraxacum ceratophorum",NA,"Asteraceae","Taraxacum","Volume 19"
"3581",NA,"Taxus canadensis",NA,"Taxaceae","Taxus","Volume 2"
"3582",NA,"Tayloria acuminata",NA,"Splachnaceae","Tayloria","Volume 28"
"3583",NA,"Tayloria lingulata",NA,"Splachnaceae","Tayloria","Volume 28"
"3584",NA,"Tephroseris palustris",NA,"Asteraceae","Tephroseris","Volume 20"
"3585",NA,"Tetraneuris herbacea",NA,"Asteraceae","Tetraneuris","Volume 21"
"3586",NA,"Tetraphis pellucida var. pellucida",NA,"Tetraphidaceae","Tetraphis pellucida","Volume 27"
"3587",NA,"Tetraplodon angustatus",NA,"Splachnaceae","Tetraplodon","Volume 28"
"3588",NA,"Thelia hirtella",NA,"Theliaceae","Thelia","Volume 28"
"3589",NA,"Thelypteris noveboracensis",NA,"Thelypteridaceae","Thelypteris subg. Parathelypteris","Volume 2"
"3590",NA,"Thelypteris palustris var. pubescens",NA,"Thelypteridaceae","Thelypteris palustris","Volume 2"
"3591",NA,"Thelypteris simulata",NA,"Thelypteridaceae","Thelypteris subg. Parathelypteris","Volume 2"
"3592",NA,"Thinopyrum",NA,"Poaceae","Poaceae tribe Triticeae","Volume 24"
"3593",NA,"Thinopyrum junceum",NA,"Poaceae","Thinopyrum","Volume 24"
"3594",NA,"Thinopyrum ponticum",NA,"Poaceae","Thinopyrum","Volume 24"
"3595",NA,"Thuja occidentalis",NA,"Cupressaceae","Thuja","Volume 2"
"3596",NA,"Tiarella cordifolia",NA,"Saxifragaceae","Tiarella","Volume 8"
"3597",NA,"Timmia megapolitana subsp. bavarica",NA,"Timmiaceae","Timmia megapolitana","Volume 27"
"3598",NA,"Timmia megapolitana subsp. megapolitana",NA,"Timmiaceae","Timmia megapolitana","Volume 27"
"3599",NA,"Tofieldia pusilla",NA,"Liliaceae","Tofieldia","Volume 26"
"3600",NA,"Torreyochloa",NA,"Poaceae","Poaceae tribe Poeae","Volume 24"
"3601",NA,"Torreyochloa pallida",NA,"Poaceae","Torreyochloa","Volume 24"
"3602",NA,"Torreyochloa pallida var. fernaldii",NA,"Poaceae","Torreyochloa pallida","Volume 24"
"3603",NA,"Torreyochloa pallida var. pallida",NA,"Poaceae","Torreyochloa pallida","Volume 24"
"3604",NA,"Tortella fragilis",NA,"Pottiaceae","Tortella","Volume 27"
"3605",NA,"Tortella humilis",NA,"Pottiaceae","Tortella","Volume 27"
"3606",NA,"Tortella inclinata var. inclinata",NA,"Pottiaceae","Tortella inclinata","Volume 27"
"3607",NA,"Tortella rigens",NA,"Pottiaceae","Tortella","Volume 27"
"3608",NA,"Tortella tortuosa var. tortuosa",NA,"Pottiaceae","Tortella tortuosa","Volume 27"
"3609",NA,"Tortula acaulon",NA,"Pottiaceae","Tortula","Volume 27"
"3610",NA,"Tortula cernua",NA,"Pottiaceae","Tortula","Volume 27"
"3611",NA,"Tortula modica",NA,"Pottiaceae","Tortula","Volume 27"
"3612",NA,"Tortula mucronifolia",NA,"Pottiaceae","Tortula","Volume 27"
"3613",NA,"Tortula muralis",NA,"Pottiaceae","Tortula","Volume 27"
"3614",NA,"Tortula nevadensis",NA,"Pottiaceae","Tortula","Volume 27"
"3615",NA,"Tortula obtusifolia",NA,"Pottiaceae","Tortula","Volume 27"
"3616",NA,"Tortula porteri",NA,"Pottiaceae","Tortula","Volume 27"
"3617",NA,"Tortula truncata",NA,"Pottiaceae","Tortula","Volume 27"
"3618",NA,"Tradescantia ohiensis",NA,"Commelinaceae","Tradescantia","Volume 22"
"3619",NA,"Tradescantia virginiana",NA,"Commelinaceae","Tradescantia","Volume 22"
"3620",NA,"Trematodon ambiguus",NA,"Bruchiaceae","Trematodon","Volume 27"
"3621",NA,"Triantha glutinosa",NA,"Liliaceae","Triantha","Volume 26"
"3622",NA,"Trichodon cylindricus var. cylindricus",NA,"Ditrichaceae","Trichodon cylindricus","Volume 27"
"3623",NA,"Trichophorum alpinum",NA,"Cyperaceae","Trichophorum","Volume 23"
"3624",NA,"Trichophorum cespitosum",NA,"Cyperaceae","Trichophorum","Volume 23"
"3625",NA,"Trichophorum clintonii",NA,"Cyperaceae","Trichophorum","Volume 23"
"3626",NA,"Trichophorum planifolium",NA,"Cyperaceae","Trichophorum","Volume 23"
"3627",NA,"Trichostomum arcticum",NA,"Pottiaceae","Trichostomum","Volume 27"
"3628",NA,"Trichostomum crispulum",NA,"Pottiaceae","Trichostomum","Volume 27"
"3629",NA,"Trichostomum spirale",NA,"Pottiaceae","Trichostomum","Volume 27"
"3630",NA,"Trichostomum tenuirostre var. tenuirostre",NA,"Pottiaceae","Trichostomum tenuirostre","Volume 27"
"3631",NA,"Tridens",NA,"Poaceae","Poaceae tribe Cynodonteae","Volume 25"
"3632",NA,"Tridens flavus",NA,"Poaceae","Tridens","Volume 25"
"3633",NA,"Tridens flavus var. flavus",NA,"Poaceae","Tridens flavus","Volume 25"
"3634",NA,"Trientalis borealis",NA,"Myrsinaceae","Trientalis","Volume 8"
"3635",NA,"Triglochin maritima",NA,"Juncaginaceae","Triglochin","Volume 22"
"3636",NA,"Triglochin palustris",NA,"Juncaginaceae","Triglochin","Volume 22"
"3637",NA,"Trillium cernuum",NA,"Liliaceae","Trillium subg. Trillium","Volume 26"
"3638",NA,"Trillium erectum var. album",NA,"Liliaceae","Trillium erectum","Volume 26"
"3639",NA,"Trillium erectum var. erectum",NA,"Liliaceae","Trillium erectum","Volume 26"
"3640",NA,"Trillium flexipes",NA,"Liliaceae","Trillium subg. Trillium","Volume 26"
"3641",NA,"Trillium grandiflorum",NA,"Liliaceae","Trillium subg. Trillium","Volume 26"
"3642",NA,"Trillium undulatum",NA,"Liliaceae","Trillium subg. Trillium","Volume 26"
"3643",NA,"Triphora trianthophoros subsp. trianthophoros",NA,"Orchidaceae","Triphora trianthophoros","Volume 26"
"3644",NA,"Triplasis",NA,"Poaceae","Poaceae tribe Cynodonteae","Volume 25"
"3645",NA,"Triplasis purpurea",NA,"Poaceae","Triplasis","Volume 25"
"3646",NA,"Tripleurospermum maritimum subsp. phaeocephalum",NA,"Asteraceae","Tripleurospermum maritimum","Volume 19"
"3647",NA,"Trisetum",NA,"Poaceae","Poaceae tribe Poeae","Volume 24"
"3648",NA,"Trisetum cernuum",NA,"Poaceae","Trisetum","Volume 24"
"3649",NA,"Trisetum flavescens",NA,"Poaceae","Trisetum","Volume 24"
"3650",NA,"Trisetum melicoides",NA,"Poaceae","Trisetum","Volume 24"
"3651",NA,"Trisetum spicatum",NA,"Poaceae","Trisetum","Volume 24"
"3652",NA,"Triticum",NA,"Poaceae","Poaceae tribe Triticeae","Volume 24"
"3653",NA,"Triticum aestivum",NA,"Poaceae","Triticum","Volume 24"
"3654",NA,"Triticum boeoticum",NA,"Poaceae","Triticum","Volume 24"
"3655",NA,"Triticum carthlicum",NA,"Poaceae","Triticum","Volume 24"
"3656",NA,"Triticum dicoccoides",NA,"Poaceae","Triticum","Volume 24"
"3657",NA,"Triticum dicoccum",NA,"Poaceae","Triticum","Volume 24"
"3658",NA,"Triticum monococcum",NA,"Poaceae","Triticum","Volume 24"
"3659",NA,"Triticum polonicum",NA,"Poaceae","Triticum","Volume 24"
"3660",NA,"Triticum timopheevii",NA,"Poaceae","Triticum","Volume 24"
"3661",NA,"Triticum turgidum",NA,"Poaceae","Triticum","Volume 24"
"3662",NA,"Triticum urartu",NA,"Poaceae","Triticum","Volume 24"
"3663",NA,"Tsuga canadensis",NA,"Pinaceae","Tsuga","Volume 2"
"3664",NA,"Turritis glabra",NA,"Brassicaceae","Turritis","Volume 7"
"3665",NA,"Typha angustifolia",NA,"Typhaceae","Typha","Volume 22"
"3666",NA,"Ulota coarctata",NA,"Orthotrichaceae","Ulota","Volume 28"
"3667",NA,"Ulota hutchinsiae var. hutchinsiae",NA,"Orthotrichaceae","Ulota hutchinsiae","Volume 28"
"3668",NA,"Uvularia grandiflora",NA,"Liliaceae","Uvularia","Volume 26"
"3669",NA,"Uvularia perfoliata",NA,"Liliaceae","Uvularia","Volume 26"
"3670",NA,"Uvularia sessilifolia",NA,"Liliaceae","Uvularia","Volume 26"
"3671",NA,"Vaccinium angustifolium",NA,"Ericaceae","Vaccinium sect. Cyanococcus","Volume 8"
"3672",NA,"Vaccinium cespitosum",NA,"Ericaceae","Vaccinium sect. Myrtillus","Volume 8"
"3673",NA,"Vaccinium corymbosum",NA,"Ericaceae","Vaccinium sect. Cyanococcus","Volume 8"
"3674",NA,"Vaccinium macrocarpon",NA,"Ericaceae","Vaccinium sect. Oxycoccus","Volume 8"
"3675",NA,"Vaccinium membranaceum",NA,"Ericaceae","Vaccinium sect. Myrtillus","Volume 8"
"3676",NA,"Vaccinium myrtilloides",NA,"Ericaceae","Vaccinium sect. Cyanococcus","Volume 8"
"3677",NA,"Vaccinium ovalifolium",NA,"Ericaceae","Vaccinium sect. Myrtillus","Volume 8"
"3678",NA,"Vaccinium oxycoccos",NA,"Ericaceae","Vaccinium sect. Oxycoccus","Volume 8"
"3679",NA,"Vaccinium pallidum",NA,"Ericaceae","Vaccinium sect. Cyanococcus","Volume 8"
"3680",NA,"Vaccinium stamineum",NA,"Ericaceae","Vaccinium sect. Polycodium","Volume 8"
"3681",NA,"Vaccinium uliginosum",NA,"Ericaceae","Vaccinium sect. Vaccinium","Volume 8"
"3682",NA,"Vaccinium vitis-idaea",NA,"Ericaceae","Vaccinium sect. Vitis-idaea","Volume 8"
"3683",NA,"Vahlodea",NA,"Poaceae","Poaceae tribe Poeae","Volume 24"
"3684",NA,"Vahlodea atropurpurea",NA,"Poaceae","Vahlodea","Volume 24"
"3685",NA,"Vallisneria americana",NA,"Hydrocharitaceae","Vallisneria","Volume 22"
"3686",NA,"Ventenata",NA,"Poaceae","Poaceae tribe Poeae","Volume 24"
"3687",NA,"Ventenata dubia",NA,"Poaceae","Ventenata","Volume 24"
"3688",NA,"Verbesina alternifolia",NA,"Asteraceae","Verbesina","Volume 21"
"3689",NA,"Vernonia gigantea",NA,"Asteraceae","Vernonia","Volume 19"
"3690",NA,"Veronica americana",NA,"Plantaginaceae","Veronica","Volume 17"
"3691",NA,"Veronica catenata",NA,"Plantaginaceae","Veronica","Volume 17"
"3692",NA,"Veronica chamaedrys",NA,"Plantaginaceae","Veronica","Volume 17"
"3693",NA,"Veronica peregrina",NA,"Plantaginaceae","Veronica","Volume 17"
"3694",NA,"Veronica scutellata",NA,"Plantaginaceae","Veronica","Volume 17"
"3695",NA,"Viola adunca var. adunca",NA,"Violaceae","Viola adunca","Volume 6"
"3696",NA,"Viola epipsila var. repens",NA,"Violaceae","Viola epipsila","Volume 6"
"3697",NA,"Viola palustris",NA,"Violaceae","Viola","Volume 6"
"3698",NA,"Viola selkirkii",NA,"Violaceae","Viola","Volume 6"
"3699",NA,"Vulpia",NA,"Poaceae","Poaceae tribe Poeae","Volume 24"
"3700",NA,"Vulpia myuros",NA,"Poaceae","Vulpia","Volume 24"
"3701",NA,"Vulpia octoflora",NA,"Poaceae","Vulpia","Volume 24"
"3702",NA,"Vulpia octoflora var. glauca",NA,"Poaceae","Vulpia octoflora","Volume 24"
"3703",NA,"Vulpia octoflora var. octoflora",NA,"Poaceae","Vulpia octoflora","Volume 24"
"3704",NA,"Vulpia sciurea",NA,"Poaceae","Vulpia","Volume 24"
"3705",NA,"Weissia brachycarpa",NA,"Pottiaceae","Weissia","Volume 27"
"3706",NA,"Weissia controversa",NA,"Pottiaceae","Weissia","Volume 27"
"3707",NA,"Weissia muhlenbergiana",NA,"Pottiaceae","Weissia","Volume 27"
"3708",NA,"Wolffia borealis",NA,"Lemnaceae","Wolffia","Volume 22"
"3709",NA,"Wolffia columbiana",NA,"Lemnaceae","Wolffia","Volume 22"
"3710",NA,"Woodsia alpina",NA,"Dryopteridaceae","Woodsia","Volume 2"
"3711",NA,"Woodsia glabella",NA,"Dryopteridaceae","Woodsia","Volume 2"
"3712",NA,"Woodsia ilvensis",NA,"Dryopteridaceae","Woodsia","Volume 2"
"3713",NA,"Woodsia obtusa subsp. obtusa",NA,"Dryopteridaceae","Woodsia obtusa","Volume 2"
"3714",NA,"Woodsia oregana subsp. cathcartiana",NA,"Dryopteridaceae","Woodsia oregana","Volume 2"
"3715",NA,"Woodsia scopulina subsp. laurentiana",NA,"Dryopteridaceae","Woodsia scopulina","Volume 2"
"3716",NA,"Woodwardia virginica",NA,"Blechnaceae","Woodwardia","Volume 2"
"3717",NA,"Xanthium spinosum",NA,"Asteraceae","Xanthium","Volume 21"
"3718",NA,"Xanthium strumarium",NA,"Asteraceae","Xanthium","Volume 21"
"3719",NA,"Xyris difformis var. difformis",NA,"Xyridaceae","Xyris difformis","Volume 22"
"3720",NA,"Xyris montana",NA,"Xyridaceae","Xyris","Volume 22"
"3721",NA,"Yucca flaccida",NA,"Agavaceae","Yucca","Volume 26"
"3722",NA,"Zannichellia palustris",NA,"Zannichelliaceae","Zannichellia","Volume 22"
"3723",NA,"Zea",NA,"Poaceae","Poaceae tribe Andropogoneae","Volume 25"
"3724",NA,"Zea diploperennis",NA,"Poaceae","Zea","Volume 25"
"3725",NA,"Zea luxurians",NA,"Poaceae","Zea","Volume 25"
"3726",NA,"Zea mays",NA,"Poaceae","Zea","Volume 25"
"3727",NA,"Zea mays subsp. huehuetenangensis",NA,"Poaceae","Zea mays","Volume 25"
"3728",NA,"Zea mays subsp. mays",NA,"Poaceae","Zea mays","Volume 25"
"3729",NA,"Zea mays subsp. mexicana",NA,"Poaceae","Zea mays","Volume 25"
"3730",NA,"Zea mays subsp. parviglumis",NA,"Poaceae","Zea mays","Volume 25"
"3731",NA,"Zigadenus elegans",NA,"Liliaceae","Zigadenus","Volume 26"
"3732",NA,"Zizania",NA,"Poaceae","Poaceae tribe Oryzeae","Volume 24"
"3733",NA,"Zizania aquatica",NA,"Poaceae","Zizania","Volume 24"
"3734",NA,"Zizania aquatica var. aquatica",NA,"Poaceae","Zizania aquatica","Volume 24"
"3735",NA,"Zizania palustris",NA,"Poaceae","Zizania","Volume 24"
"3736",NA,"Zizania palustris var. interior",NA,"Poaceae","Zizania palustris","Volume 24"
"3737",NA,"Zizania palustris var. palustris",NA,"Poaceae","Zizania palustris","Volume 24"
"3738",NA,"Zostera marina",NA,"Zosteraceae","Zostera","Volume 22"
"3739",NA,"Zoysia",NA,"Poaceae","Poaceae tribe Cynodonteae","Volume 25"
"3740",NA,"Zoysia japonica",NA,"Poaceae","Zoysia","Volume 25"
"3741",NA,"Zoysia pacifica",NA,"Poaceae","Zoysia","Volume 25"
"3742",NA,"×elyhordeum",NA,"Poaceae","Poaceae tribe Triticeae","Volume 24"
