"","Special status","Taxon name","Introduced","Taxon family","Taxon parent","Volume"
"606","Illustrated","Malva parviflora","true","Malvaceae","Malva","Volume 6"
"607","Introduced","Malva pusilla","true","Malvaceae","Malva","Volume 6"
"608","Introduced","Malva sylvestris","true","Malvaceae","Malva","Volume 6"
"609","Weedy","Malva sylvestris","true","Malvaceae","Malva","Volume 6"
"610","Introduced","Malva verticillata","true","Malvaceae","Malva","Volume 6"
"611","Illustrated","Meesia longiseta",NA,"Meesiaceae","Meesia","Volume 28"
"612","Illustrated","Meesia triquetra",NA,"Meesiaceae","Meesia","Volume 28"
"613","Illustrated","Meesia uliginosa",NA,"Meesiaceae","Meesia","Volume 28"
"614","Weedy","Melampyrum lineare",NA,"Orobanchaceae","Melampyrum","Volume 17"
"615","Endemic","Melampyrum lineare",NA,"Orobanchaceae","Melampyrum","Volume 17"
"616","Illustrated","Melampyrum lineare",NA,"Orobanchaceae","Melampyrum","Volume 17"
"617","Endemic","Menispermum canadense",NA,"Menispermaceae","Menispermum","Volume 3"
"618","Illustrated","Menispermum canadense",NA,"Menispermaceae","Menispermum","Volume 3"
"619","Endemic","Mimulus alatus",NA,"Phrymaceae","Mimulus","Volume 17"
"620","Endemic","Mimulus ringens var. ringens",NA,"Phrymaceae","Mimulus ringens","Volume 17"
"621","Illustrated","Mimulus ringens var. ringens",NA,"Phrymaceae","Mimulus ringens","Volume 17"
"622","Weedy","Misopates orontium subsp. orontium","true","Plantaginaceae","Misopates orontium","Volume 17"
"623","Introduced","Misopates orontium subsp. orontium","true","Plantaginaceae","Misopates orontium","Volume 17"
"624","Illustrated","Misopates orontium subsp. orontium","true","Plantaginaceae","Misopates orontium","Volume 17"
"625","Illustrated","Mnium lycopodioides",NA,"Mniaceae","Mnium","Volume 28"
"626","Illustrated","Mnium thomsonii",NA,"Mniaceae","Mnium","Volume 28"
"627","Weedy","Morus alba","true","Moraceae","Morus","Volume 3"
"628","Introduced","Morus alba","true","Moraceae","Morus","Volume 3"
"629","Endemic","Morus rubra",NA,"Moraceae","Morus","Volume 3"
"630","Weedy","Morus rubra",NA,"Moraceae","Morus","Volume 3"
"631","Illustrated","Morus rubra",NA,"Moraceae","Morus","Volume 3"
"632","Weedy","Myosurus minimus",NA,"Ranunculaceae","Myosurus","Volume 3"
"633","Illustrated","Myosurus minimus",NA,"Ranunculaceae","Myosurus","Volume 3"
"634","Endemic","Myrica pensylvanica",NA,"Myricaceae","Myrica","Volume 3"
"635","Weedy","Myrica pensylvanica",NA,"Myricaceae","Myrica","Volume 3"
"636","Illustrated","Myrica pensylvanica",NA,"Myricaceae","Myrica","Volume 3"
"637","Illustrated","Myrinia pulvinata",NA,"Myriniaceae","Myrinia","Volume 28"
"638","Illustrated","Myurella julacea",NA,"Pterigynandraceae","Myurella","Volume 28"
"639","Illustrated","Myurella sibirica",NA,"Pterigynandraceae","Myurella","Volume 28"
"640","Illustrated","Myurella tenerrima",NA,"Pterigynandraceae","Myurella","Volume 28"
"641","Illustrated","Neckera complanata",NA,"Neckeraceae","Neckera","Volume 28"
"642","Weedy","Nelumbo lutea",NA,"Nelumbonaceae","Nelumbo","Volume 3"
"643","Illustrated","Nelumbo lutea",NA,"Nelumbonaceae","Nelumbo","Volume 3"
"644","Endemic","Neomacounia",NA,"Neckeraceae","Neckeraceae","Volume 28"
"645","Endemic","Neomacounia nitida",NA,"Neckeraceae","Neomacounia","Volume 28"
"646","Illustrated","Neomacounia nitida",NA,"Neckeraceae","Neomacounia","Volume 28"
"647","Introduced","Nigella damascena","true","Ranunculaceae","Nigella","Volume 3"
"648","Illustrated","Nigella damascena","true","Ranunculaceae","Nigella","Volume 3"
"649","Weedy","Nuphar advena",NA,"Nymphaeaceae","Nuphar","Volume 3"
"650","Illustrated","Nuphar advena",NA,"Nymphaeaceae","Nuphar","Volume 3"
"651","Illustrated","Nuphar microphylla",NA,"Nymphaeaceae","Nuphar","Volume 3"
"652","Endemic","Nuphar rubrodisca",NA,"Nymphaeaceae","Nuphar","Volume 3"
"653","Illustrated","Nuphar rubrodisca",NA,"Nymphaeaceae","Nuphar","Volume 3"
"654","Endemic","Nuphar variegata",NA,"Nymphaeaceae","Nuphar","Volume 3"
"655","Illustrated","Nuphar variegata",NA,"Nymphaeaceae","Nuphar","Volume 3"
"656","Weedy","Nuttallanthus canadensis",NA,"Plantaginaceae","Nuttallanthus","Volume 17"
"657","Endemic","Nuttallanthus canadensis",NA,"Plantaginaceae","Nuttallanthus","Volume 17"
"658","Endemic","Nymphaea leibergii",NA,"Nymphaeaceae","Nymphaea","Volume 3"
"659","Illustrated","Nymphaea leibergii",NA,"Nymphaeaceae","Nymphaea","Volume 3"
"660","Illustrated","Nymphaea odorata subsp. odorata",NA,"Nymphaeaceae","Nymphaea odorata","Volume 3"
"661","Endemic","Nymphaea odorata subsp. tuberosa",NA,"Nymphaeaceae","Nymphaea odorata","Volume 3"
"662","Weedy","Nymphaea odorata subsp. tuberosa",NA,"Nymphaeaceae","Nymphaea odorata","Volume 3"
"663","Illustrated","Nyssa sylvatica",NA,"Nyssaceae","Nyssa","Volume 12"
"664","Weedy","Odontites vulgaris","true","Orobanchaceae","Odontites","Volume 17"
"665","Introduced","Odontites vulgaris","true","Orobanchaceae","Odontites","Volume 17"
"666","Illustrated","Odontites vulgaris","true","Orobanchaceae","Odontites","Volume 17"
"667","Illustrated","Orobanche fasciculata",NA,"Orobanchaceae","Orobanche","Volume 17"
"668","Endemic","Orthocarpus luteus",NA,"Orobanchaceae","Orthocarpus","Volume 17"
"669","Illustrated","Orthocarpus luteus",NA,"Orobanchaceae","Orthocarpus","Volume 17"
"670","Illustrated","Orthothecium chryseum var. chryseum",NA,"Hypnaceae","Orthothecium chryseum","Volume 28"
"671","Illustrated","Orthotrichum anomalum",NA,"Orthotrichaceae","Orthotrichum","Volume 28"
"672","Illustrated","Orthotrichum cupulatum",NA,"Orthotrichaceae","Orthotrichum","Volume 28"
"673","Endemic","Orthotrichum lescurii",NA,"Orthotrichaceae","Orthotrichum","Volume 28"
"674","Illustrated","Orthotrichum obtusifolium",NA,"Orthotrichaceae","Orthotrichum","Volume 28"
"675","Endemic","Orthotrichum ohioense",NA,"Orthotrichaceae","Orthotrichum","Volume 28"
"676","Illustrated","Orthotrichum rupestre",NA,"Orthotrichaceae","Orthotrichum","Volume 28"
"677","Illustrated","Orthotrichum sordidum",NA,"Orthotrichaceae","Orthotrichum","Volume 28"
"678","Endemic","Orthotrichum stellatum",NA,"Orthotrichaceae","Orthotrichum","Volume 28"
"679","Endemic","Orthotrichum strangulatum",NA,"Orthotrichaceae","Orthotrichum","Volume 28"
"680","Endemic","Ostrya virginiana",NA,"Betulaceae","Ostrya","Volume 3"
"681","Illustrated","Ostrya virginiana",NA,"Betulaceae","Ostrya","Volume 3"
"682","Weedy","Oxalis corniculata","true","Oxalidaceae","Oxalis","Volume 12"
"683","Introduced","Oxalis corniculata","true","Oxalidaceae","Oxalis","Volume 12"
"684","Illustrated","Oxalis corniculata","true","Oxalidaceae","Oxalis","Volume 12"
"685","Weedy","Oxalis dillenii",NA,"Oxalidaceae","Oxalis","Volume 12"
"686","Endemic","Oxalis dillenii",NA,"Oxalidaceae","Oxalis","Volume 12"
"687","Endemic","Oxalis montana",NA,"Oxalidaceae","Oxalis","Volume 12"
"688","Weedy","Oxalis stricta",NA,"Oxalidaceae","Oxalis","Volume 12"
"689","Endemic","Oxalis stricta",NA,"Oxalidaceae","Oxalis","Volume 12"
"690","Illustrated","Oxalis stricta",NA,"Oxalidaceae","Oxalis","Volume 12"
"691","Illustrated","Oxyrrhynchium hians",NA,"Brachytheciaceae","Oxyrrhynchium","Volume 28"
"692","Illustrated","Paludella squarrosa",NA,"Meesiaceae","Paludella","Volume 28"
"693","Illustrated","Palustriella falcata",NA,"Amblystegiaceae","Palustriella","Volume 28"
"694","Weedy","Papaver dubium","true","Papaveraceae","Papaver sect. Rhoeadium","Volume 3"
"695","Introduced","Papaver dubium","true","Papaveraceae","Papaver sect. Rhoeadium","Volume 3"
"696","Illustrated","Papaver dubium","true","Papaveraceae","Papaver sect. Rhoeadium","Volume 3"
"697","Weedy","Papaver rhoeas","true","Papaveraceae","Papaver sect. Rhoeadium","Volume 3"
"698","Introduced","Papaver rhoeas","true","Papaveraceae","Papaver sect. Rhoeadium","Volume 3"
"699","Illustrated","Papaver rhoeas","true","Papaveraceae","Papaver sect. Rhoeadium","Volume 3"
"700","Weedy","Papaver somniferum","true","Papaveraceae","Papaver sect. Papaver","Volume 3"
"701","Introduced","Papaver somniferum","true","Papaveraceae","Papaver sect. Papaver","Volume 3"
"702","Illustrated","Papaver somniferum","true","Papaveraceae","Papaver sect. Papaver","Volume 3"
"703","Weedy","Parietaria pensylvanica",NA,"Urticaceae","Parietaria","Volume 3"
"704","Illustrated","Parietaria pensylvanica",NA,"Urticaceae","Parietaria","Volume 3"
"705","Endemic","Parnassia glauca",NA,"Celastraceae","Parnassia","Volume 12"
"706","Illustrated","Parnassia palustris",NA,"Celastraceae","Parnassia","Volume 12"
"707","Endemic","Parnassia parviflora",NA,"Celastraceae","Parnassia","Volume 12"
"708","Weedy","Parthenocissus quinquefolia",NA,"Vitaceae","Parthenocissus","Volume 12"
"709","Illustrated","Parthenocissus quinquefolia",NA,"Vitaceae","Parthenocissus","Volume 12"
"710","Introduced","Parthenocissus tricuspidata","true","Vitaceae","Parthenocissus","Volume 12"
"711","Endemic","Parthenocissus vitacea",NA,"Vitaceae","Parthenocissus","Volume 12"
"712","Illustrated","Pedicularis canadensis",NA,"Orobanchaceae","Pedicularis","Volume 17"
"713","Endemic","Pedicularis groenlandica",NA,"Orobanchaceae","Pedicularis","Volume 17"
"714","Illustrated","Pedicularis groenlandica",NA,"Orobanchaceae","Pedicularis","Volume 17"
"715","Illustrated","Pedicularis labradorica",NA,"Orobanchaceae","Pedicularis","Volume 17"
"716","Endemic","Pedicularis lanceolata",NA,"Orobanchaceae","Pedicularis","Volume 17"
"717","Endemic","Pedicularis parviflora",NA,"Orobanchaceae","Pedicularis","Volume 17"
"718","Endemic","Penstemon albidus",NA,"Plantaginaceae","Penstemon sect. Cristati","Volume 17"
"719","Endemic","Penstemon calycosus",NA,"Plantaginaceae","Penstemon sect. Penstemon","Volume 17"
"720","Illustrated","Penstemon calycosus",NA,"Plantaginaceae","Penstemon sect. Penstemon","Volume 17"
"721","Endemic","Penstemon digitalis",NA,"Plantaginaceae","Penstemon sect. Penstemon","Volume 17"
"722","Endemic","Penstemon gracilis",NA,"Plantaginaceae","Penstemon sect. Penstemon","Volume 17"
"723","Endemic","Penstemon hirsutus",NA,"Plantaginaceae","Penstemon sect. Penstemon","Volume 17"
"724","Endemic","Penstemon pallidus",NA,"Plantaginaceae","Penstemon sect. Penstemon","Volume 17"
"725","Endemic","Penstemon tubaeflorus",NA,"Plantaginaceae","Penstemon sect. Penstemon","Volume 17"
"726","Illustrated","Penstemon tubaeflorus",NA,"Plantaginaceae","Penstemon sect. Penstemon","Volume 17"
"727","Introduced","Philadelphus coronarius","true","Hydrangeaceae","Philadelphus","Volume 12"
"728","Endemic","Philadelphus inodorus",NA,"Hydrangeaceae","Philadelphus","Volume 12"
"729","Endemic","Philadelphus pubescens",NA,"Hydrangeaceae","Philadelphus","Volume 12"
"730","Illustrated","Philadelphus pubescens",NA,"Hydrangeaceae","Philadelphus","Volume 12"
"731","Endemic","Philonotis fontana var. americana",NA,"Bartramiaceae","Philonotis fontana","Volume 28"
"732","Illustrated","Philonotis fontana var. fontana",NA,"Bartramiaceae","Philonotis fontana","Volume 28"
"733","Illustrated","Philonotis fontana var. pumila",NA,"Bartramiaceae","Philonotis fontana","Volume 28"
"734","Endemic","Phryma leptostachya var. leptostachya",NA,"Phrymaceae","Phryma leptostachya","Volume 17"
"735","Illustrated","Phryma leptostachya var. leptostachya",NA,"Phrymaceae","Phryma leptostachya","Volume 17"
"736","Endemic","Physocarpus opulifolius",NA,"Rosaceae","Physocarpus","Volume 9"
"737","Illustrated","Physocarpus opulifolius",NA,"Rosaceae","Physocarpus","Volume 9"
"738","Endemic","Pilea fontana",NA,"Urticaceae","Pilea","Volume 3"
"739","Weedy","Pilea pumila",NA,"Urticaceae","Pilea","Volume 3"
"740","Illustrated","Pilea pumila",NA,"Urticaceae","Pilea","Volume 3"
"741","Endemic","Plagiomnium ciliare",NA,"Mniaceae","Plagiomnium","Volume 28"
"742","Illustrated","Plagiomnium ciliare",NA,"Mniaceae","Plagiomnium","Volume 28"
"743","Illustrated","Plagiopus oederianus",NA,"Bartramiaceae","Plagiopus","Volume 28"
"744","Illustrated","Plagiothecium cavifolium",NA,"Plagiotheciaceae","Plagiothecium","Volume 28"
"745","Illustrated","Plagiothecium denticulatum",NA,"Plagiotheciaceae","Plagiothecium","Volume 28"
"746","Illustrated","Plagiothecium laetum",NA,"Plagiotheciaceae","Plagiothecium","Volume 28"
"747","Endemic","Plantago aristata",NA,"Plantaginaceae","Plantago","Volume 17"
"748","Endemic","Plantago cordata",NA,"Plantaginaceae","Plantago","Volume 17"
"749","Introduced","Plantago indica","true","Plantaginaceae","Plantago","Volume 17"
"750","Illustrated","Plantago indica","true","Plantaginaceae","Plantago","Volume 17"
"751","Introduced","Plantago lanceolata","true","Plantaginaceae","Plantago","Volume 17"
"752","Introduced","Plantago major","true","Plantaginaceae","Plantago","Volume 17"
"753","Illustrated","Plantago major","true","Plantaginaceae","Plantago","Volume 17"
"754","Introduced","Plantago media","true","Plantaginaceae","Plantago","Volume 17"
"755","Endemic","Plantago rugelii",NA,"Plantaginaceae","Plantago","Volume 17"
"756","Illustrated","Plantago rugelii",NA,"Plantaginaceae","Plantago","Volume 17"
"757","Illustrated","Platanus occidentalis",NA,"Platanaceae","Platanus","Volume 3"
"758","Illustrated","Platydictya confervoides",NA,"Amblystegiaceae","Platydictya","Volume 28"
"759","Illustrated","Platydictya jungermannioides",NA,"Amblystegiaceae","Platydictya","Volume 28"
"760","Illustrated","Platygyrium repens",NA,"Hypnaceae","Platygyrium","Volume 28"
"761","Endemic","Platylomella lescurii",NA,"Amblystegiaceae","Platylomella","Volume 28"
"762","Illustrated","Platylomella lescurii",NA,"Amblystegiaceae","Platylomella","Volume 28"
"763","Illustrated","Pleurozium schreberi",NA,"Hylocomiaceae","Pleurozium","Volume 28"
"764","Endemic","Podophyllum peltatum",NA,"Berberidaceae","Podophyllum","Volume 3"
"765","Illustrated","Podophyllum peltatum",NA,"Berberidaceae","Podophyllum","Volume 3"
"766","Illustrated","Podostemum ceratophyllum",NA,"Podostemaceae","Podostemum","Volume 6"
"767","Illustrated","Pohlia annotina",NA,"Mielichhoferiaceae","Pohlia","Volume 28"
"768","Illustrated","Pohlia atropurpurea",NA,"Mielichhoferiaceae","Pohlia","Volume 28"
"769","Illustrated","Pohlia cruda",NA,"Mielichhoferiaceae","Pohlia","Volume 28"
"770","Illustrated","Pohlia drummondii",NA,"Mielichhoferiaceae","Pohlia","Volume 28"
"771","Illustrated","Pohlia elongata",NA,"Mielichhoferiaceae","Pohlia","Volume 28"
"772","Illustrated","Pohlia ludwigii",NA,"Mielichhoferiaceae","Pohlia","Volume 28"
"773","Illustrated","Pohlia melanodon",NA,"Mielichhoferiaceae","Pohlia","Volume 28"
"774","Illustrated","Pohlia nutans",NA,"Mielichhoferiaceae","Pohlia","Volume 28"
"775","Illustrated","Pohlia proligera",NA,"Mielichhoferiaceae","Pohlia","Volume 28"
"776","Illustrated","Pohlia wahlenbergii",NA,"Mielichhoferiaceae","Pohlia","Volume 28"
"777","Illustrated","Potentilla anserina subsp. anserina",NA,"Rosaceae","Potentilla anserina","Volume 9"
"778","Illustrated","Potentilla anserina subsp. groenlandica",NA,"Rosaceae","Potentilla anserina","Volume 9"
"779","Introduced","Potentilla argentea","true","Rosaceae","Potentilla sect. Terminales","Volume 9"
"780","Illustrated","Potentilla bimundorum",NA,"Rosaceae","Potentilla sect. Pensylvanicae","Volume 9"
"781","Endemic","Potentilla bipinnatifida",NA,"Rosaceae","Potentilla sect. Pensylvanicae","Volume 9"
"782","Endemic","Potentilla canadensis",NA,"Rosaceae","Potentilla sect. Potentilla","Volume 9"
"783","Endemic","Potentilla gracilis var. fastigiata",NA,"Rosaceae","Potentilla gracilis","Volume 9"
"784","Endemic","Potentilla gracilis var. flabelliformis",NA,"Rosaceae","Potentilla gracilis","Volume 9"
"785","Endemic","Potentilla hippiana",NA,"Rosaceae","Potentilla sect. Leucophyllae","Volume 9"
"786","Illustrated","Potentilla hippiana",NA,"Rosaceae","Potentilla sect. Leucophyllae","Volume 9"
"787","Introduced","Potentilla inclinata","true","Rosaceae","Potentilla sect. Terminales","Volume 9"
"788","Introduced","Potentilla intermedia","true","Rosaceae","Potentilla sect. Terminales","Volume 9"
"789","Endemic","Potentilla litoralis",NA,"Rosaceae","Potentilla sect. Pensylvanicae","Volume 9"
"790","Illustrated","Potentilla pensylvanica",NA,"Rosaceae","Potentilla sect. Pensylvanicae","Volume 9"
"791","Endemic","Potentilla pulcherrima",NA,"Rosaceae","Potentilla sect. Graciles","Volume 9"
"792","Introduced","Potentilla recta","true","Rosaceae","Potentilla sect. Rectae","Volume 9"
"793","Weedy","Potentilla recta","true","Rosaceae","Potentilla sect. Rectae","Volume 9"
"794","Illustrated","Potentilla recta","true","Rosaceae","Potentilla sect. Rectae","Volume 9"
"795","Introduced","Potentilla reptans","true","Rosaceae","Potentilla sect. Potentilla","Volume 9"
"796","Endemic","Potentilla simplex",NA,"Rosaceae","Potentilla sect. Potentilla","Volume 9"
"797","Illustrated","Potentilla supina subsp. paradoxa",NA,"Rosaceae","Potentilla supina","Volume 9"
"798","Introduced","Potentilla verna","true","Rosaceae","Potentilla sect. Aureae","Volume 9"
"799","Endemic","Poteridium annuum",NA,"Rosaceae","Poteridium","Volume 9"
"800","Illustrated","Poteridium annuum",NA,"Rosaceae","Poteridium","Volume 9"
"801","Introduced","Poterium sanguisorba var. polygamum","true","Rosaceae","Poterium sanguisorba","Volume 9"
"802","Illustrated","Poterium sanguisorba var. polygamum","true","Rosaceae","Poterium sanguisorba","Volume 9"
"803","Endemic","Prunus americana",NA,"Rosaceae","Prunus","Volume 9"
"804","Introduced","Prunus avium","true","Rosaceae","Prunus","Volume 9"
"805","Introduced","Prunus cerasifera","true","Rosaceae","Prunus","Volume 9"
"806","Introduced","Prunus cerasus","true","Rosaceae","Prunus","Volume 9"
"807","Introduced","Prunus domestica","true","Rosaceae","Prunus","Volume 9"
"808","Introduced","Prunus glandulosa","true","Rosaceae","Prunus","Volume 9"
"809","Introduced","Prunus mahaleb","true","Rosaceae","Prunus","Volume 9"
"810","Endemic","Prunus nigra",NA,"Rosaceae","Prunus","Volume 9"
"811","Introduced","Prunus padus","true","Rosaceae","Prunus","Volume 9"
"812","Endemic","Prunus pensylvanica",NA,"Rosaceae","Prunus","Volume 9"
"813","Illustrated","Prunus pensylvanica",NA,"Rosaceae","Prunus","Volume 9"
"814","Introduced","Prunus persica","true","Rosaceae","Prunus","Volume 9"
"815","Endemic","Prunus pumila var. besseyi",NA,"Rosaceae","Prunus pumila","Volume 9"
"816","Illustrated","Prunus pumila var. besseyi",NA,"Rosaceae","Prunus pumila","Volume 9"
"817","Endemic","Prunus pumila var. depressa",NA,"Rosaceae","Prunus pumila","Volume 9"
"818","Endemic","Prunus pumila var. pumila",NA,"Rosaceae","Prunus pumila","Volume 9"
"819","Illustrated","Prunus pumila var. pumila",NA,"Rosaceae","Prunus pumila","Volume 9"
"820","Endemic","Prunus pumila var. susquehanae",NA,"Rosaceae","Prunus pumila","Volume 9"
"821","Introduced","Prunus spinosa","true","Rosaceae","Prunus","Volume 9"
"822","Introduced","Prunus tomentosa","true","Rosaceae","Prunus","Volume 9"
"823","Illustrated","Pseudobryum cinclidioides",NA,"Mniaceae","Pseudobryum","Volume 28"
"824","Illustrated","Pseudocampylium radicale",NA,"Amblystegiaceae","Pseudocampylium","Volume 28"
"825","Illustrated","Pseudoleskeella tectorum",NA,"Leskeaceae","Pseudoleskeella","Volume 28"
"826","Illustrated","Pseudotaxiphyllum distichaceum",NA,"Hypnaceae","Pseudotaxiphyllum","Volume 28"
"827","Illustrated","Pseudotaxiphyllum elegans",NA,"Hypnaceae","Pseudotaxiphyllum","Volume 28"
"828","Illustrated","Pterigynandrum filiforme",NA,"Pterigynandraceae","Pterigynandrum","Volume 28"
"829","Illustrated","Ptilium crista-castrensis",NA,"Hypnaceae","Ptilium","Volume 28"
"830","Illustrated","Ptychostomum creberrimum",NA,"Bryaceae","Ptychostomum subg. Cladodium","Volume 28"
"831","Illustrated","Ptychostomum inclinatum",NA,"Bryaceae","Ptychostomum subg. Cladodium","Volume 28"
"832","Illustrated","Ptychostomum pallens",NA,"Bryaceae","Ptychostomum subg. Ptychostomum","Volume 28"
"833","Illustrated","Ptychostomum pallescens",NA,"Bryaceae","Ptychostomum subg. Cladodium","Volume 28"
"834","Illustrated","Ptychostomum pseudotriquetrum",NA,"Bryaceae","Ptychostomum subg. Cladodium","Volume 28"
"835","Illustrated","Ptychostomum subneodamense",NA,"Bryaceae","Ptychostomum subg. Cladodium","Volume 28"
"836","Illustrated","Ptychostomum weigelii",NA,"Bryaceae","Ptychostomum subg. Ptychostomum","Volume 28"
"837","Endemic","Pylaisia intricata",NA,"Hypnaceae","Pylaisia","Volume 28"
"838","Illustrated","Pylaisia intricata",NA,"Hypnaceae","Pylaisia","Volume 28"
"839","Illustrated","Pylaisia selwynii",NA,"Hypnaceae","Pylaisia","Volume 28"
"840","Illustrated","Pylaisiadelpha tenuirostris",NA,"Sematophyllaceae","Pylaisiadelpha","Volume 28"
"841","Introduced","Pyracantha coccinea","true","Rosaceae","Pyracantha","Volume 9"
"842","Illustrated","Pyracantha coccinea","true","Rosaceae","Pyracantha","Volume 9"
"843","Introduced","Pyrus communis","true","Rosaceae","Pyrus","Volume 9"
"844","Illustrated","Pyrus communis","true","Rosaceae","Pyrus","Volume 9"
"845","Endemic","Quercus alba",NA,"Fagaceae","Quercus sect. Quercus","Volume 3"
"846","Weedy","Quercus alba",NA,"Fagaceae","Quercus sect. Quercus","Volume 3"
"847","Illustrated","Quercus alba",NA,"Fagaceae","Quercus sect. Quercus","Volume 3"
"848","Endemic","Quercus bicolor",NA,"Fagaceae","Quercus sect. Quercus","Volume 3"
"849","Illustrated","Quercus bicolor",NA,"Fagaceae","Quercus sect. Quercus","Volume 3"
"850","Endemic","Quercus ellipsoidalis",NA,"Fagaceae","Quercus sect. Lobatae","Volume 3"
"851","Illustrated","Quercus ellipsoidalis",NA,"Fagaceae","Quercus sect. Lobatae","Volume 3"
"852","Endemic","Quercus macrocarpa",NA,"Fagaceae","Quercus sect. Quercus","Volume 3"
"853","Illustrated","Quercus macrocarpa",NA,"Fagaceae","Quercus sect. Quercus","Volume 3"
"854","Illustrated","Quercus muehlenbergii",NA,"Fagaceae","Quercus sect. Quercus","Volume 3"
"855","Endemic","Quercus palustris",NA,"Fagaceae","Quercus sect. Lobatae","Volume 3"
"856","Weedy","Quercus palustris",NA,"Fagaceae","Quercus sect. Lobatae","Volume 3"
"857","Illustrated","Quercus palustris",NA,"Fagaceae","Quercus sect. Lobatae","Volume 3"
"858","Endemic","Quercus prinoides",NA,"Fagaceae","Quercus sect. Quercus","Volume 3"
"859","Illustrated","Quercus prinoides",NA,"Fagaceae","Quercus sect. Quercus","Volume 3"
"860","Endemic","Quercus rubra",NA,"Fagaceae","Quercus sect. Lobatae","Volume 3"
"861","Illustrated","Quercus rubra",NA,"Fagaceae","Quercus sect. Lobatae","Volume 3"
"862","Endemic","Quercus shumardii",NA,"Fagaceae","Quercus sect. Lobatae","Volume 3"
"863","Illustrated","Quercus shumardii",NA,"Fagaceae","Quercus sect. Lobatae","Volume 3"
"864","Endemic","Quercus velutina",NA,"Fagaceae","Quercus sect. Lobatae","Volume 3"
"865","Illustrated","Quercus velutina",NA,"Fagaceae","Quercus sect. Lobatae","Volume 3"
"866","Endemic","Ranunculus abortivus",NA,"Ranunculaceae","Ranunculus sect. Epirotes","Volume 3"
"867","Weedy","Ranunculus abortivus",NA,"Ranunculaceae","Ranunculus sect. Epirotes","Volume 3"
"868","Illustrated","Ranunculus abortivus",NA,"Ranunculaceae","Ranunculus sect. Epirotes","Volume 3"
"869","Weedy","Ranunculus acris","true","Ranunculaceae","Ranunculus sect. Ranunculus","Volume 3"
"870","Illustrated","Ranunculus acris","true","Ranunculaceae","Ranunculus sect. Ranunculus","Volume 3"
"871","Weedy","Ranunculus aquatilis var. diffusus",NA,"Ranunculaceae","Ranunculus aquatilis","Volume 3"
"872","Illustrated","Ranunculus bulbosus","true","Ranunculaceae","Ranunculus sect. Ranunculus","Volume 3"
"873","Weedy","Ranunculus bulbosus","true","Ranunculaceae","Ranunculus sect. Ranunculus","Volume 3"
"874","Endemic","Ranunculus fascicularis",NA,"Ranunculaceae","Ranunculus sect. Ranunculus","Volume 3"
"875","Weedy","Ranunculus fascicularis",NA,"Ranunculaceae","Ranunculus sect. Ranunculus","Volume 3"
"876","Introduced","Ranunculus ficaria","true","Ranunculaceae","Ranunculus subg. Ficaria","Volume 3"
"877","Illustrated","Ranunculus ficaria","true","Ranunculaceae","Ranunculus subg. Ficaria","Volume 3"
"878","Endemic","Ranunculus flabellaris",NA,"Ranunculaceae","Ranunculus sect. Hecatonia","Volume 3"
"879","Weedy","Ranunculus flabellaris",NA,"Ranunculaceae","Ranunculus sect. Hecatonia","Volume 3"
"880","Endemic","Ranunculus flammula var. ovalis",NA,"Ranunculaceae","Ranunculus flammula","Volume 3"
"881","Endemic","Ranunculus hispidus var. caricetorum",NA,"Ranunculaceae","Ranunculus hispidus","Volume 3"
"882","Endemic","Ranunculus hispidus var. hispidus",NA,"Ranunculaceae","Ranunculus hispidus","Volume 3"
"883","Endemic","Ranunculus hispidus var. nitidus",NA,"Ranunculaceae","Ranunculus hispidus","Volume 3"
"884","Illustrated","Ranunculus hyperboreus",NA,"Ranunculaceae","Ranunculus sect. Hecatonia","Volume 3"
"885","Illustrated","Ranunculus lapponicus",NA,"Ranunculaceae","Ranunculus subg. Coptidium","Volume 3"
"886","Endemic","Ranunculus macounii",NA,"Ranunculaceae","Ranunculus sect. Ranunculus","Volume 3"
"887","Illustrated","Ranunculus pallasii",NA,"Ranunculaceae","Ranunculus subg. Pallasiantha","Volume 3"
"888","Endemic","Ranunculus pedatifidus var. affinis",NA,"Ranunculaceae","Ranunculus pedatifidus","Volume 3"
"889","Endemic","Ranunculus pensylvanicus",NA,"Ranunculaceae","Ranunculus sect. Ranunculus","Volume 3"
"890","Illustrated","Ranunculus pensylvanicus",NA,"Ranunculaceae","Ranunculus sect. Ranunculus","Volume 3"
"891","Endemic","Ranunculus recurvatus var. recurvatus",NA,"Ranunculaceae","Ranunculus recurvatus","Volume 3"
"892","Weedy","Ranunculus repens","true","Ranunculaceae","Ranunculus sect. Ranunculus","Volume 3"
"893","Introduced","Ranunculus repens","true","Ranunculaceae","Ranunculus sect. Ranunculus","Volume 3"
"894","Endemic","Ranunculus rhomboideus",NA,"Ranunculaceae","Ranunculus sect. Epirotes","Volume 3"
"895","Endemic","Ranunculus sceleratus var. multifidus",NA,"Ranunculaceae","Ranunculus sceleratus","Volume 3"
"896","Weedy","Ranunculus sceleratus var. sceleratus",NA,"Ranunculaceae","Ranunculus sceleratus","Volume 3"
"897","Endemic","Rauiella scita",NA,"Thuidiaceae","Rauiella","Volume 28"
"898","Illustrated","Rauiella scita",NA,"Thuidiaceae","Rauiella","Volume 28"
"899","Endemic","Rhamnus alnifolia",NA,"Rhamnaceae","Rhamnus","Volume 12"
"900","Introduced","Rhamnus cathartica","true","Rhamnaceae","Rhamnus","Volume 12"
